"","IE_8_12.1","IE_8_12.2","IE_8_12.3","IE_8_12.4","IE_8_12.5","IE_8_12.6","IE_8_12.7","IE_8_12.8","IE_8_12.9","IE_8_12.10","IE_8_12.11","IE_8_12.12"
"OCT 1997",560.94,6380.39,209.89,2331.25,21432182,4283812.0,230620453.3,2052119.8,178946,185155,2358317,841300
"NOV 1997",605.15,6932.10,217.96,2423.74,11242188,3159635.5,165743110.1,2038608.9,116645,111140,1187862,573815
"DIC 1997",632.55,7255.40,229.86,2531.99,16207462,6669410.0,157968159.1,2518240.8,71714,105818,1275096,554790
"ENE 1998",695.68,7958.99,243.93,2676.03,17616124,4508261.0,194390959.9,1754172.0,109332,127171,1898781,548572
"FEB 1998",774.75,8900.09,262.29,2878.04,21654394,5756967.0,161559072.0,1717359.0,147381,217519,1674110,648118
"MAR 1998",888.67,10209.10,289.46,3153.32,26271102,5619384.0,204307809.9,2662453.0,99428,231891,2245264,752050
"ABR 1998",871.08,10025.60,293.96,3195.43,24606664,3981437.2,193396650.7,1873857.0,145537,145660,1516949,745674
"MAY 1998",875.26,10005.70,307.44,3357.77,19864982,3954428.8,191101699.5,2083715.0,136774,115019,1177113,677531
"JUN 1998",883.42,10146.40,311.58,3406.82,29439364,4299743.5,203224416.4,2693164.0,68117,159499,1784756,638515
"JUL 1998",913.97,10493.70,318.06,3480.63,20332226,4390728.5,192137927.0,2700968.0,44150,127239,1036866,628339
"AGO 1998",737.05,8264.70,277.73,2978.12,17901616,3405531.2,201800801.3,1281627.0,34436,89193,1400237,719331
"SEP 1998",687.71,7676.50,246.31,2670.97,22855380,4126912.8,262621099.5,2804425.0,20398,133142,2007165,918689
"OCT 1998",771.65,8800.00,263.49,2887.11,20888908,3970198.2,213457386.5,4236480.0,23253,119991,1381781,875443
"NOV 1998",844.96,9645.50,286.87,3179.09,19716592,4300010.0,145418208.3,10129023.0,13224,119842,649374,634586
"DIC 1998",867.80,9836.60,298.37,3342.32,20128812,4834716.5,147738769.3,9182574.0,1082,90154,617790,629666
"ENE 1999",873.93,9878.80,308.97,3547.15,26809392,3010542.2,164850558.0,1764719.0,378,123798,401147,591917
"FEB 1999",890.41,9997.30,303.87,3484.24,20486714,3331274.8,249735701.4,3559483.0,308,199525,398146,457943
"MAR 1999",866.73,9740.70,308.50,3559.86,22798700,4232425.5,230762424.0,2443019.0,81,758241,487318,476794
"ABR 1999",887.26,9975.40,323.37,3757.87,35577924,3899262.2,251368544.0,6277394.0,22,341519,308112,406255
"MAY 1999",892.58,10072.30,311.49,3602.45,22417302,3507259.8,177294856.3,4293447.0,68,399515,333829,421451
"JUN 1999",904.43,10218.60,324.78,3788.66,20601846,3707217.5,241304593.5,6628984.0,858,1131574,419057,400790
"JUL 1999",843.24,9391.90,312.35,3638.62,31864752,3807683.2,181193904.0,8156702.0,42,240413,208270,380647
"AGO 1999",880.47,9806.10,323.44,3769.14,13218958,3303534.0,157169363.0,7866214.0,0,600958,182254,364147
"SEP 1999",857.34,9525.40,318.69,3669.71,18365614,3651938.5,182398124.0,8269914.0,14,1939247,277897,404637
"OCT 1999",870.27,9741.50,329.30,3866.75,20088548,3484928.0,193114369.0,10645104.0,0,358000,225963,358000
"NOV 1999",957.65,10958.10,363.23,4314.38,26970020,4052594.5,160625644.5,7761309.0,7000,554000,216000,414000
"DIC 1999",1008.57,11641.40,416.23,4904.46,32775590,4729115.0,130951252.0,7454633.0,7000,634314,141668,389813
"ENE 2000",974.66,10835.10,399.28,4684.48,53200648,4279037.5,150764914.5,6997225.0,0,650667,157130,439725
"FEB 2000",1123.75,12585.80,444.35,5182.62,38971264,3722879.8,148154321.4,11370406.0,0,835778,146981,422407
"MAR 2000",1083.99,11935.00,441.07,5249.55,49564248,3698331.8,171552315.5,9252133.0,0,1882465,132695,400732
"ABR 2000",1046.96,11467.90,428.42,5171.96,32613744,2735200.0,128083297.5,8667770.0,0,607891,65692,315361
"MAY 2000",983.61,10688.50,426.62,5200.89,39210700,3513894.2,140767482.5,7514248.0,0,981855,106997,378384
"JUN 2000",974.06,10581.30,424.57,5145.35,39897540,4162152.0,151544611.0,9617813.0,0,2296638,113534,319640
"JUL 2000",976.96,10531.60,426.47,5122.80,44591060,3663359.5,119632870.0,6901229.0,0,1180325,55321,259606
"AGO 2000",1013.79,10884.70,434.68,5175.12,34906092,2677909.8,137365611.0,5799753.0,0,639881,54164,270114
"SEP 2000",1018.89,10950.00,411.30,4915.18,36642112,2593701.0,157901752.0,8074998.0,0,2241425,91122,331060
"OCT 2000",972.81,10363.10,413.65,5057.46,42493464,2873178.8,154808937.5,8865032.0,0,928301,47331,349793
"NOV 2000",887.10,9214.50,404.20,4790.08,45111148,3107962.2,135564348.9,7590532.0,0,2128611,47429,375886
"DIC 2000",880.71,9109.80,391.80,4772.39,35778608,2664888.2,107564080.0,9175361.0,0,2793770,76487,305220
"ENE 2001",962.58,10116.00,397.05,4779.90,46693424,2693722.2,176358737.0,11812097.0,0,1685871,37740,519637
"FEB 2001",907.44,9551.40,361.66,4318.88,36839084,2466684.2,154801209.0,7412016.0,0,2058550,41102,701325
"MAR 2001",888.41,9308.30,347.78,4185.00,39496348,4937034.0,153212379.0,9480191.0,0,4481232,64187,1404441
"ABR 2001",935.78,9761.00,369.46,4473.95,36348472,5016855.5,155722085.6,12114553.0,0,1057704,29184,610545
"MAY 2001",914.21,9500.70,366.47,4426.24,36796044,5464222.5,180858337.0,9679136.0,0,1562342,16407,507680
"JUN 2001",861.33,8878.40,350.99,4243.91,38625124,4893821.5,73086984.5,7634664.0,0,2692078,32727,1586786
"JUL 2001",827.75,8480.00,339.30,4091.38,35965460,5183491.0,144253381.5,10899262.0,0,1490886,9915,640944
"AGO 2001",808.86,8321.10,314.80,3745.02,27564532,4454238.5,153242217.0,9273431.0,0,1178680,6926,483259
"SEP 2001",721.94,7314.00,272.46,3296.66,34706452,4460349.5,173135950.0,12307113.0,0,2031842,23585,425819
"OCT 2001",763.80,7774.26,283.21,3465.74,35415984,5957129.5,209435037.0,12585464.0,0,1614578,7924,402112
"NOV 2001",824.49,8364.70,304.31,3658.27,38515200,6149500.0,184776347.0,19266034.0,0,1273465,6124,359433
"DIC 2001",824.40,8397.60,314.52,3806.13,38413392,4371816.5,116544880.0,20026968.0,0,2102345,14677,310778
"ENE 2002",802.92,8050.40,307.53,3670.26,43635912,5250289.0,176065900.0,27011952.0,0,1394299,4148,362293
"FEB 2002",813.65,8135.50,304.52,3624.74,36742892,5168541.5,139996362.0,21968632.0,0,1545520,2865,332066
"MAR 2002",829.24,8249.70,319.68,3784.05,37959048,5783735.5,178683634.0,22567760.0,0,2389685,9886,315175
"ABR 2002",828.00,8154.40,303.89,3574.23,41777376,6507541.5,161410241.0,24682344.0,0,1156956,1884,315559
"MAY 2002",814.45,7949.90,291.75,3425.79,40467308,5626559.5,181923186.0,21841492.0,0,1568234,4834,319639
"JUN 2002",722.73,6913.00,266.84,3133.39,39763404,5397104.0,149076573.5,23185964.0,0,2169854,10956,369819
"JUL 2002",655.51,6249.30,231.34,2685.79,47539096,6915021.0,187029060.5,21400484.0,0,1526955,4107,393191
"AGO 2002",669.63,6435.70,232.75,2709.29,25306276,6052066.0,170576772.0,14985877.0,0,968254,3068,306480
"SEP 2002",576.17,5431.70,191.47,2204.39,30202260,6103564.0,204486230.0,19212100.0,0,2055510,7454,319507
"OCT 2002",643.15,6139.40,215.58,2518.99,38381668,6623927.0,378742341.0,23214812.0,0,1579042,1086,370514
"NOV 2002",693.62,6685.60,229.02,2656.85,32217584,5510033.5,243172648.0,22414692.0,0,1022148,370,304294
"DIC 2002",633.99,6036.90,205.94,2386.41,31078176,4881550.0,194696445.0,23268216.0,0,1775010,4075,246327
"ENE 2003",623.96,5947.70,196.03,2248.17,48432400,5511337.0,245814964.0,29839466.0,0,888133,483,302912
"FEB 2003",626.46,5999.40,187.03,2140.73,27106418,5235812.0,219445030.0,25898464.0,0,932492,155,265056
"MAR 2003",614.05,5870.50,179.32,2036.86,38411564,5666712.5,200898676.0,27789256.0,0,1712759,399,323469
"ABR 2003",675.04,6489.50,202.68,2324.23,38139176,5712893.0,182668603.0,32316508.0,0,884977,34,284147
"MAY 2003",679.75,6508.50,204.92,2330.06,37155544,5780611.0,206425870.0,29077308.0,0,858117,62,297684
"JUN 2003",719.87,6862.00,211.91,2419.51,46773012,5536360.5,205541009.0,32592918.0,0,1703623,89,330327
"JUL 2003",742.62,7061.70,221.19,2519.79,56329208,6501698.5,215046010.0,36894616.0,0,782781,50,308716
"AGO 2003",749.89,7111.30,226.36,2556.71,30058018,4882600.5,173398524.0,21953276.0,0,560691,3,265874
"SEP 2003",713.22,6703.60,214.34,2395.87,43489572,6202538.0,167990004.0,30006828.0,0,1079590,24,327494
"OCT 2003",755.09,7129.50,230.69,2575.04,45570496,7582485.0,165673873.0,37843672.0,0,739739,5,327663
"NOV 2003",768.38,7252.50,235.26,2630.47,39690268,6965245.0,137049287.0,36961748.0,0,473431,25,307636
"DIC 2003",807.98,7737.20,243.21,2760.66,48589328,8767344.0,114413825.0,39029504.0,0,1060818,53,312048
"ENE 2004",830.23,7929.90,250.91,2839.13,61275808,6909616.0,235108563.0,33803168.0,0,717662,5,350389
"FEB 2004",862.50,8249.40,255.66,2893.18,48756568,6956307.0,204758119.0,33643344.0,0,634665,1,370354
"MAR 2004",841.46,8018.10,247.90,2787.49,61388744,7877212.0,213009550.0,52066656.0,0,1063516,26,470588
"ABR 2004",851.91,8109.50,249.62,2787.48,55268488,6795390.5,172710216.0,41488336.0,0,402395,3,374259
"MAY 2004",837.42,7959.30,245.43,2736.83,58788464,6624907.0,172908189.0,40127668.0,0,620643,5,386391
"JUN 2004",850.50,8078.30,252.24,2811.08,57168220,7528162.5,215732102.0,45678880.0,0,725878,10,358447
"JUL 2004",836.80,7919.30,244.74,2720.05,56270924,7639630.0,154222656.0,51244920.0,"_",361693,"_",375853
"AGO 2004",832.79,7869.50,241.33,2670.79,32631634,5456781.0,129719810.0,50308052.0,"_",398256,"_",323695
"SEP 2004",850.78,8029.20,246.83,2726.30,44140632,7020820.5,162746323.0,53188448.0,"_",854463,"_",334788
"OCT 2004",888.40,8418.30,253.20,2811.72,59227960,7030013.0,150295111.0,51842584.0,"_",732502,"_",369997
"NOV 2004",917.68,8693.00,260.21,2876.39,57052084,6545827.0,155756653.0,60867020.0,"_",881950,"_",400467
"DIC 2004",959.06,9080.80,267.38,2951.24,51572028,6405351.5,123479524.0,52340516.0,"_",1101463,"_",357889
"ENE 2005",983.75,9223.90,272.56,2984.59,76048632,6419899.0,214224916.0,72492080.0,"_",746909,"_",408889
"FEB 2005",1004.92,9391.00,280.02,3058.32,66419072,5676069.0,174280435.0,62892532.0,"_",989527,"_",413942
"MAR 2005",994.40,9258.80,278.89,3055.73,62721688,7491282.0,164769799.0,69095088.0,"_",915936,"_",422087
"ABR 2005",970.02,9001.60,267.92,2930.10,75282280,8901821.0,183501679.0,68311072.0,"_",541864,"_",462411
"MAY 2005",1020.21,9427.10,281.26,3076.70,71093832,8653589.0,176430876.0,69387448.0,"_",499017,"_",375828
"JUN 2005",1055.65,9783.20,291.17,3181.54,76058888,7417090.0,183058311.0,71903616.0,"_",910244,"_",414218
"JUL 2005",1092.02,10115.60,303.84,3326.51,82378688,7738740.0,209000501.0,83492344.0,"_",778517,"_",411835
"AGO 2005",1080.50,10008.90,300.62,3263.78,57371312,7786827.0,206602556.0,76957024.0,"_",840154,"_",395739
"SEP 2005",1166.48,10813.90,314.81,3428.51,73796432,7602717.5,192090794.0,88115360.0,"_",1913904,"_",433028
"OCT 2005",1130.60,10493.80,304.53,3320.15,82639368,6764426.5,198843340.0,72176264.0,"_",935139,"_",463213
"NOV 2005",1138.53,10557.80,316.42,3447.07,69451448,9853494.0,238404610.0,72176208.0,"_",971665,"_",441123
"DIC 2005",1156.21,10733.90,328.92,3578.93,60708984,8884837.0,188812894.0,65300100.0,"_",1313098,"_",407899
"ENE 2006",1199.80,11104.30,342.50,3691.41,98820792,6993016.0,237197121.0,77566016.0,"_",1223083,"_",474535
"FEB 2006",1271.16,11740.70,352.80,3774.51,84021056,7817696.5,250052053.0,63473560.0,"_",917137,"_",465694
"MAR 2006",1287.25,11854.30,362.83,3853.74,89034288,9232612.0,256045957.0,66038464.0,"_",1693611,"_",520648
"ABR 2006",1295.56,11892.50,362.34,3839.90,77956176,6631365.5,195661003.0,63194448.0,"_",1047882,"_",476936
"MAY 2006",1233.86,11340.50,341.54,3637.17,91044504,8961121.0,252817662.0,79069984.0,"_",1057132,"_",662800
"JUN 2006",1252.61,11548.10,342.65,3648.92,93549536,8215719.5,245355257.0,72002352.0,"_",1174380,"_",586499
"JUL 2006",1283.05,11818.00,346.10,3691.87,98318240,10674375.0,188658107.0,76778472.0,"_",703984,"_",497132
"AGO 2006",1319.76,12144.70,357.92,3808.70,65891324,7156715.5,268624439.0,69876080.0,"_",556078,"_",487772
"SEP 2006",1409.08,12934.70,367.92,3899.41,102478520,6814220.0,266185057.0,64676096.0,"_",897922,"_",595108
"OCT 2006",1500.12,13753.00,379.26,4004.80,115555744,8784730.0,289772362.0,97968360.0,"_",1358744,"_",608592
"NOV 2006",1521.28,13849.30,379.98,3987.23,123560800,6551138.5,261361808.0,83251904.0,"_",1092162,"_",632034
"DIC 2006",1554.93,14146.50,395.63,4119.94,115451104,5615967.0,176997424.0,86305792.0,"_",1254926,"_",560911
"ENE 2007",1612.11,14553.20,403.74,4178.54,137777104,6527101.0,257795867.0,102926480.0,"_",809966,"_",647218
"FEB 2007",1581.73,14248.40,397.25,4087.12,119324904,6155226.0,252673944.0,84384768.0,"_",985406,"_",639352
"MAR 2007",1622.49,14641.70,408.97,4181.03,161924064,9882235.0,271138505.0,96197632.0,"_",1470001,"_",833219
"ABR 2007",1595.92,14374.60,426.32,4392.34,123155688,6929656.0,200726616.0,76317200.0,"_",887603,"_",732687
"MAY 2007",1690.28,15329.40,439.24,4512.65,138715136,8205784.0,266432912.0,94243768.0,"_",853616,"_",731050
"JUN 2007",1640.40,14892.00,434.76,4489.77,180793648,7209471.5,209162594.0,89255856.0,"_",1440771,"_",841898
"JUL 2007",1630.91,14802.40,418.05,4315.69,148942112,8404192.0,324836041.0,110000456.0,"_",750298,"_",772031
"AGO 2007",1595.04,14479.80,414.30,4294.56,115738976,7388194.0,377246715.0,91051840.0,"_",1086127,"_",777241
"SEP 2007",1600.90,14576.50,419.92,4381.71,108346952,6150359.0,286110217.0,82759968.0,"_",1333739,"_",739837
"OCT 2007",1724.44,15890.50,432.10,4489.79,175471600,8313329.0,212586801.0,102545064.0,"_",1139072,"_",724444
"NOV 2007",1708.19,15759.90,417.26,4394.95,152642160,8272233.5,219320298.0,90489888.0,"_",1684977,"_",733584
"DIC 2007",1642.01,15182.30,414.90,4399.72,107346008,6162616.0,162213119.0,95534656.0,"_",1718995,"_",549270
"ENE 2008",1435.24,13229.00,360.56,3792.80,183004864,6079558.0,282092558.0,117243952.0,"_",1274310,"_",843914
"FEB 2008",1425.98,13170.40,356.76,3724.50,105423792,7551290.5,268414759.0,97444960.0,"_",1260172,"_",650389
"MAR 2008",1439.06,13269.00,346.99,3628.06,95383768,5646218.0,193444839.0,118222192.0,"_",1465842,"_",632830
"ABR 2008",1485.01,13798.30,366.23,3825.02,116191496,7223053.5,191285934.0,160603232.0,"_",1543768,"_",562597
"MAY 2008",1460.74,13600.90,364.68,3777.85,97677936,5904020.0,140822406.0,211805888.0,"_",798627,"_",514789
"JUN 2008",1297.87,12046.20,321.61,3352.81,105483096,6745053.5,142120665.0,204624272.0,"_",2196291,"_",649048
"JUL 2008",1276.51,11881.30,315.84,3367.82,118681776,7358599.0,175966598.0,238331872.0,"_",1361287,"_",690556
"AGO 2008",1256.93,11707.30,319.45,3365.63,67466432,7081195.5,109102828.0,173832336.0,"_",727616,"_",557246
"SEP 2008",1175.14,10987.50,282.61,3038.20,102010960,6220285.5,149232703.0,169860320.0,"_",1953280,"_",771483
"OCT 2008",978.13,9116.00,237.67,2591.76,119483320,7707304.0,190267711.0,305089280.0,"_",1731705,"_",765239
"NOV 2008",950.75,8910.60,222.34,2430.31,73259240,6525297.0,194344466.0,293278592.0,"_",1979443,"_",512180
"DIC 2008",975.97,9195.80,222.81,2451.48,61062352,5535757.0,141214564.0,312823232.0,"_",2853582,"_",455070
"ENE 2009",898.03,8450.40,207.09,2236.98,66689240,6020468.0,162790723.0,359648608.0,"_",2540972,"_",436653
"FEB 2009",803.92,7620.90,184.27,1976.23,57486696,7863470.0,194143535.0,295515072.0,"_",1816820,"_",442906
"MAR 2009",820.67,7815.00,191.62,2071.13,60787924,5779516.5,183641292.0,343512960.0,"_",3820225,"_",521991
"ABR 2009",935.85,9038.00,220.27,2375.34,74828424,7017201.5,180361780.0,347865632.0,"_",2309632,"_",562528
"MAY 2009",975.73,9424.30,227.48,2451.24,75889032,7271380.0,199821589.0,367037504.0,"_",1754258,"_",456778
"JUN 2009",1016.66,9787.80,223.02,2401.69,86271832,5752549.5,207861457.0,404789760.0,"_",3983722,"_",530830
"JUL 2009",1131.04,10855.10,243.92,2638.13,95572056,5653792.0,206118044.0,289375552.0,"_",2363121,"_",515852
"AGO 2009",1187.30,11365.10,257.84,2775.17,55638084,4336429.5,171126864.0,227499904.0,"_",2089765,"_",422625
"SEP 2009",1229.35,11756.10,269.14,2872.63,65772128,7225699.0,215553200.0,241874048.0,"_",4437556,"_",468689
"OCT 2009",1194.17,11414.80,256.63,2743.50,91388968,6712601.5,241093296.0,250942144.0,"_",3648349,"_",495209
"NOV 2009",1215.11,11644.70,260.35,2797.25,84933208,5151455.5,245344750.0,251936752.0,"_",1454979,"_",474605
"DIC 2009",1241.72,11940.00,274.78,2966.24,82937664,6318663.0,240633804.0,319009984.0,"_",3726642,"_",423154
"ENE 2010",1140.57,10947.70,261.87,2776.83,86985072,5192671.0,313732186.0,240235440.0,"_",3461429,"_",482434
"FEB 2010",1074.18,10333.60,256.81,2728.47,76835776,9120699.0,396602730.0,121868960.0,"_",3157880,"_",544854
"MAR 2010",1123.08,10871.30,277.00,2931.16,65520340,4485284.5,326695276.0,211340320.0,"_",3282876,"_",527512
"ABR 2010",1086.68,10492.20,269.34,2816.86,100107592,5352332.5,406736272.0,204246368.0,"_",2088478,"_",666995
"MAY 2010",966.64,9359.40,249.82,2610.26,118350296,4176102.5,442094400.0,261510672.0,"_",3036440,"_",872474
"JUN 2010",960.79,9263.40,246.38,2573.32,80640960,5012796.5,349053536.0,253096320.0,"_",3866291,"_",642264
"JUL 2010",1088.62,10499.80,261.65,2742.14,98410920,4760683.5,383008932.0,242812272.0,"_",2610315,"_",531757
"AGO 2010",1052.73,10187.00,251.15,2622.95,53667280,4419857.5,351520648.0,308542272.0,"_",2279788,"_",415078
"SEP 2010",1085.03,10514.50,264.43,2747.90,63353448,5258899.5,342963020.0,342945376.0,"_",3296045,"_",450338
"OCT 2010",1111.28,10812.90,274.34,2844.99,107818096,4759291.5,381545732.0,396505920.0,"_",2359305,"_",453874
"NOV 2010",944.91,9267.20,260.19,2650.99,114931104,10150635.0,449856640.0,500239456.0,"_",4052920,"_",570076
"DIC 2010",1003.73,9859.10,274.45,2792.82,71637896,4764607.5,453939724.0,577527936.0,"_",4412282,"_",481271
"ENE 2011",1105.31,10806.00,286.41,2953.63,98865064,4100533.2,532102624.0,572366720.0,"_",2992040,"_",581402
"FEB 2011",1111.25,10850.80,291.83,3013.09,66519624,3982277.2,539540576.0,649957312.0,"_",2243079,"_",511180
"MAR 2011",1079.01,10576.50,284.36,2910.91,81839344,5217253.0,585211880.0,605844672.0,"_",3181642,"_",572738
"ABR 2011",1109.35,10878.90,293.20,3011.25,81814200,6854548.5,506668328.0,344493312.0,"_",1369383,"_",412311
"MAY 2011",1066.37,10476.00,282.60,2861.92,82856640,7455380.5,659698088.0,405337888.0,"_",2266545,"_",445581
"JUN 2011",1049.76,10359.90,279.46,2848.53,73410960,4293533.0,667285600.0,454087488.0,"_",2578526,"_",495072
"JUL 2011",973.30,9630.70,262.76,2670.37,104704688,6550939.0,617917528.0,393327232.0,"_",1291830,"_",523572
"AGO 2011",881.40,8718.60,228.82,2302.08,70892232,5279026.5,633792424.0,473062464.0,"_",1522786,"_",602483
"SEP 2011",862.85,8546.60,214.77,2179.66,58838568,5330543.0,617151520.0,323864032.0,"_",3029680,"_",441017
"OCT 2011",901.18,8954.90,232.83,2385.22,78396784,4071369.0,564362000.0,463769888.0,"_",1994185,"_",355989
"NOV 2011",845.97,8449.50,226.68,2330.43,68701888,13190641.0,545550888.0,377002976.0,"_",2949479,"_",367257
"DIC 2011",857.65,8566.30,225.78,2316.55,59425036,4651651.0,441924748.0,385387776.0,"_",4211062,"_",282580
"ENE 2012",855.17,8509.20,237.81,2416.66,70056656,4595445.0,475267656.0,392335168.0,"_",2989603,"_",303662
"FEB 2012",852.45,8465.90,248.09,2512.11,45691852,5239012.5,509248912.0,197259728.0,"_",1976861,"_",327106
"MAR 2012",807.46,8008.00,247.21,2477.28,61373444,5458176.5,727917368.0,166604752.0,"_",4527006,"_",440855
"ABR 2012",707.48,7011.00,233.02,2306.43,65798184,5699478.0,683752048.0,79681616.0,"_",1709526,"_",587289
"MAY 2012",617.23,6089.80,213.87,2118.94,70118768,6897256.5,732309248.0,140899072.0,"_",2419377,"_",625556
"JUN 2012",718.49,7102.20,226.42,2264.72,62049072,3875216.5,335122976.0,277867392.0,"_",4246112,"_",565771
"JUL 2012",680.53,6738.10,232.34,2325.72,70445920,5057275.0,339550360.0,167029200.0,"_",2139622,"_",515115
"AGO 2012",749.84,7420.50,241.70,2440.71,33630224,3945484.8,342961872.0,192740096.0,"_",2044099,"_",374204
"SEP 2012",777.05,7708.50,244.21,2454.26,48788008,6081253.5,356661308.0,212006032.0,"_",4936928,"_",357174
"OCT 2012",790.12,7842.90,248.10,2503.64,69931032,4266597.0,433914296.0,347799072.0,"_",1819331,"_",337595
"NOV 2012",798.04,7934.60,254.83,2575.25,41854408,6007839.0,356490880.5,174889485.0,"_",1899329,"_",289220
"DIC 2012",824.70,8167.50,260.84,2635.93,56524608,3123692.8,299126357.0,219644701.0,"_",4220171,"_",264214
"ENE 2013",848.79,8362.30,268.57,2702.98,67086080,2882590.5,473866349.0,153500677.0,"_",2128706,"_",329050
"FEB 2013",833.59,8230.30,266.35,2633.55,41707964,4120397.0,375821333.5,99347955.0,"_",1973285,"_",476676
"MAR 2013",798.39,7920.00,266.08,2624.02,51353830,2921915.8,402757518.0,153583086.0,"_",2730062,"_",480423
"ABR 2013",848.43,8419.00,272.83,2717.38,57151184,7268913.5,436218270.0,138762283.0,"_",1378912,"_",512585
"MAY 2013",839.10,8320.60,278.88,2769.64,47390085,5640515.0,520389988.0,128741221.0,"_",2067161,"_",481124
"JUN 2013",781.82,7762.70,263.09,2602.59,58231558,2542398.8,423790651.0,82323535.0,"_",2627858,"_",567203
"JUL 2013",852.30,8433.40,279.46,2768.15,72757795,2889127.5,422715684.5,113399820.0,"_",2064709,"_",472954
"AGO 2013",840.02,8290.50,276.67,2721.37,36104543,2462609.5,327954285.5,82025148.0,"_",1350907,"_",436575
"SEP 2013",933.30,9186.10,292.93,2893.15,47993847,3140661.0,375746074.0,59020641.0,"_",2518802,"_",441400
"OCT 2013",1009.27,9907.90,308.51,3067.95,91507987,5577738.0,468989660.5,112557754.0,"_",3456776,"_",544618
"NOV 2013",1001.44,9837.60,312.01,3086.64,67125784,3694021.0,434287189.5,51144856.0,"_",2472644,"_",556104
"DIC 2013",1011.98,9916.70,314.31,3109.00,60333084,2953064.2,394747842.5,118994745.0,"_",2692033,"_",479089
"ENE 2014",1012.85,9920.20,307.33,3013.96,74939302,2530008.8,614391209.0,90963928.0,"_",2987972,"_",660196
"FEB 2014",1034.34,10114.20,322.43,3149.23,50973374,2418104.5,544466738.0,143928785.0,"_",1523604,"_",523277
"MAR 2014",1056.06,10340.50,323.35,3161.60,64726326,4181554.8,513320459.5,144324681.0,"_",2422858,"_",582493
"ABR 2014",1070.05,10459.00,324.97,3198.39,78740850,3687267.5,492433220.0,122333656.0,"_",1836198,"_",558960
"MAY 2014",1106.04,10798.70,329.79,3244.60,72282349,3008906.5,554779870.0,128261111.0,"_",1848308,"_",535261
"JUN 2014",1116.05,10923.50,326.10,3228.24,75549061,2731565.5,531607134.5,101956621.0,"_",2383872,"_",540010
"JUL 2014",1092.82,10707.20,314.68,3115.51,90178112,4509444.5,616036003.5,100025259.0,"_",2375345,"_",585146
"AGO 2014",1094.63,10728.80,319.65,3172.63,44237762,2459162.5,462165538.0,48558032.0,"_",1204683,"_",541664
"SEP 2014",1104.62,10825.50,321.96,3225.93,62113784,2656491.8,538955676.5,55547683.0,"_",2109255,"_",582738
"OCT 2014",1062.15,10477.80,313.30,3113.32,95632858,3424945.8,543022494.0,58336591.0,"_",2549535,"_",874588
"NOV 2014",1090.60,10770.70,327.56,3250.93,94176085,2742875.8,452975258.0,42990133.0,"_",2164999,"_",621565
"DIC 2014",1042.46,10279.50,319.67,3146.43,80798866,3763903.2,403149202.0,62765239.0,"_",2960402,"_",630099
"ENE 2015",1051.80,10403.30,342.26,3351.44,93850342,2488942.2,567722053.5,49789791.0,"_",1626144,"_",770569
"FEB 2015",1132.91,11178.30,367.25,3599.00,80982612,2734697.5,557632377.5,55108610.0,"_",1503456,"_",566665
"MAR 2015",1168.87,11521.10,377.92,3697.38,85724809,4104275.8,559826311.0,54835334.0,"_",2095259,"_",613316
"ABR 2015",1153.14,11385.00,371.62,3615.59,86952374,3016808.5,506881617.5,65597029.0,"_",1469036,"_",641135
"MAY 2015",1137.01,11217.60,370.04,3570.78,84407025,2551409.2,470586629.0,57784162.0,"_",1474384,"_",584532
"JUN 2015",1093.34,10769.50,354.87,3424.30,89039959,3411665.8,531788670.5,47321739.0,"_",2225060,"_",765554
"JUL 2015",1134.32,11180.70,371.32,3600.69,97094390,1033183.2,519309531.5,32228932.0,"_",1531431,"_",652081
"AGO 2015",1039.45,10259.00,340.34,3269.63,62106807,469514.0,431973839.5,24293956.0,"_",1274499,"_",614070
"SEP 2015",966.09,9559.90,324.85,3100.67,62929856,1493570.6,495835586.0,25798859.0,"_",2307978,"_",683797
"OCT 2015",1043.91,10360.70,355.56,3418.23,79794922,432428.5,495306722.0,49776459.0,"_",1632631,"_",595678
"NOV 2015",1048.26,10386.90,365.68,3506.45,70292028,1738355.5,503009314.0,28253706.0,"_",1220778,"_",582109
"DIC 2015",965.13,9544.20,345.16,3267.52,67631507,217504.8,420794629.0,26623370.0,"_",3604447,"_",638442
"ENE 2016",889.20,8815.80,322.94,3045.09,74343360,352398.6,475713380.0,13141364.0,"_",1378059,"_",697647
"FEB 2016",855.70,8461.40,313.07,2945.75,59284041,348533.2,485046893.0,16461061.0,"_",1331947,"_",722788
