"","IE_5_3.1","IE_5_3.2","IE_5_3.3","IE_5_3.4","IE_5_3.5","IE_5_3.6","IE_5_3.7","IE_5_3.8","IE_5_3.9","IE_5_3.10","IE_5_3.11","IE_5_3.12","IE_5_3.13","IE_5_3.14","IE_5_3.15","IE_5_3.16"
"DIC 1979",27.2,0.95,16.54,1.00,15.71,0.95,16.48,0.84,16.08,0.00,23.35,"_","_","_","_","_"
"ENE 1980",27.8,2.21,16.54,3.64,17.23,1.26,14.18,1.66,15.77,0.41,23.86,"_","_","_","_","_"
"FEB 1980",29.0,4.32,19.86,2.24,18.08,1.24,14.39,3.27,16.98,20.49,48.48,"_","_","_","_","_"
"MAR 1980",29.3,0.89,20.07,0.31,17.15,0.30,13.94,1.32,17.07,0.00,47.73,"_","_","_","_","_"
"ABR 1980",29.4,0.29,19.16,0.00,15.47,0.92,14.58,0.78,16.92,0.00,47.73,"_","_","_","_","_"
"MAY 1980",29.5,0.59,19.03,0.00,14.24,0.91,14.83,0.52,16.47,0.34,48.24,"_","_","_","_","_"
"JUN 1980",29.7,0.58,17.69,0.00,13.43,1.80,13.38,0.77,16.67,0.00,39.15,"_","_","_","_","_"
"JUL 1980",30.2,1.73,17.34,0.93,13.68,0.59,13.67,0.26,15.93,9.83,39.06,"_","_","_","_","_"
"AGO 1980",30.6,1.14,16.72,0.62,13.19,0.29,12.13,1.53,15.65,3.40,38.43,"_","_","_","_","_"
"SEP 1980",30.9,1.12,16.13,0.92,12.28,0.88,10.58,1.25,15.10,0.00,38.43,"_","_","_","_","_"
"OCT 1980",31.2,0.83,15.97,1.52,12.08,0.58,10.86,1.49,15.49,-0.60,37.04,"_","_","_","_","_"
"NOV 1980",31.3,0.55,16.24,0.60,12.37,0.86,11.11,0.24,14.80,0.00,37.04,"_","_","_","_","_"
"DIC 1980",31.6,0.82,16.09,0.89,12.25,1.72,11.95,0.73,14.68,0.00,37.04,"_","_","_","_","_"
"ENE 1981",32.5,2.99,16.98,1.77,10.22,3.93,14.91,1.45,14.44,8.11,47.54,"_","_","_","_","_"
"FEB 1981",32.9,1.06,13.31,0.29,8.12,0.81,14.42,1.19,12.14,2.78,25.85,"_","_","_","_","_"
"MAR 1981",33.1,0.78,13.19,0.87,8.72,0.54,14.68,1.18,11.98,0.00,25.85,"_","_","_","_","_"
"ABR 1981",34.3,3.63,16.96,1.15,9.97,0.80,14.54,1.39,12.66,18.11,48.64,"_","_","_","_","_"
"MAY 1981",34.5,0.50,16.86,0.56,10.59,0.27,13.81,1.15,13.37,0.00,48.13,"_","_","_","_","_"
"JUN 1981",34.9,0.99,17.34,0.56,11.21,2.64,14.75,0.68,13.27,0.23,48.47,"_","_","_","_","_"
"JUL 1981",35.1,0.74,16.19,1.12,11.42,0.77,14.96,0.67,13.74,0.46,35.80,"_","_","_","_","_"
"AGO 1981",35.6,1.47,16.58,1.11,11.96,0.00,14.62,1.34,13.53,4.77,37.61,"_","_","_","_","_"
"SEP 1981",35.9,0.72,16.11,1.37,12.46,0.76,14.49,0.66,12.87,0.00,37.61,"_","_","_","_","_"
"OCT 1981",36.1,0.72,15.98,1.35,12.27,1.01,14.98,0.44,11.71,0.00,38.44,"_","_","_","_","_"
"NOV 1981",36.5,0.95,16.44,1.07,12.80,0.50,14.57,1.31,12.90,0.00,38.44,"_","_","_","_","_"
"DIC 1981",36.7,0.47,16.03,0.53,12.39,0.00,12.64,0.65,12.80,0.22,38.74,"_","_","_","_","_"
"ENE 1982",37.3,1.64,14.51,1.57,12.17,2.74,11.35,1.50,12.86,0.00,28.34,10.70,"_","_","_","_"
"FEB 1982",37.9,1.84,15.40,1.55,13.58,1.46,12.06,2.11,13.88,3.03,28.65,9.97,"_","_","_","_"
"MAR 1982",38.3,0.90,15.54,1.02,13.75,0.96,12.53,1.24,13.95,0.00,28.65,9.60,"_","_","_","_"
"ABR 1982",38.5,0.67,12.25,0.50,13.03,0.95,12.70,0.61,13.08,0.84,9.84,8.66,"_","_","_","_"
"MAY 1982",38.9,0.89,12.68,1.00,13.52,0.47,12.93,1.01,12.93,0.00,9.84,8.41,"_","_","_","_"
"JUN 1982",39.1,0.44,12.07,0.50,13.45,1.17,11.31,0.20,12.39,0.21,9.82,8.38,"_","_","_","_"
"JUL 1982",39.2,0.44,11.74,0.49,12.74,0.92,11.48,0.40,12.08,0.00,9.32,7.56,"_","_","_","_"
"AGO 1982",39.4,0.44,10.60,0.74,12.33,0.46,11.99,0.80,11.48,0.00,4.34,7.18,"_","_","_","_"
"SEP 1982",39.7,0.65,10.53,0.97,11.89,0.68,11.90,0.39,11.18,0.00,4.34,7.14,"_","_","_","_"
"OCT 1982",40.0,0.86,10.69,1.69,12.27,0.68,11.53,0.79,11.57,0.00,4.34,6.84,"_","_","_","_"
"NOV 1982",40.3,0.86,10.59,1.19,12.40,0.90,11.97,0.78,10.99,0.00,4.34,6.59,"_","_","_","_"
"DIC 1982",41.5,2.76,13.11,0.71,12.60,0.89,12.97,0.58,10.92,15.59,20.34,6.54,"_","_","_","_"
"ENE 1983",42.3,2.07,13.60,1.63,12.66,2.87,13.11,1.93,11.39,1.62,22.29,5.40,"_","_","_","_"
"FEB 1983",43.0,1.62,13.35,1.15,12.22,2.15,13.88,2.27,11.57,0.00,18.70,5.24,"_","_","_","_"
"MAR 1983",43.3,0.60,13.01,0.91,12.09,0.63,13.51,0.74,11.02,0.71,19.54,4.80,"_","_","_","_"
"ABR 1983",43.7,0.99,13.36,0.68,12.28,0.63,13.14,1.47,11.97,0.00,18.54,4.54,"_","_","_","_"
"MAY 1983",43.9,0.59,13.03,1.12,12.41,0.83,13.55,0.90,11.85,0.00,18.54,4.40,"_","_","_","_"
"JUN 1983",44.4,0.98,13.63,0.88,12.84,1.23,13.63,1.08,12.83,0.00,18.30,4.20,"_","_","_","_"
"JUL 1983",44.7,0.77,14.00,0.87,13.27,0.61,13.27,1.07,13.57,0.00,18.30,4.05,"_","_","_","_"
"AGO 1983",45.1,0.77,14.38,0.87,13.41,0.40,13.21,1.05,13.86,0.00,18.30,4.34,"_","_","_","_"
"SEP 1983",45.4,0.76,14.50,1.51,14.01,0.60,13.12,0.70,14.20,0.00,18.30,4.51,"_","_","_","_"
"OCT 1983",46.2,1.70,15.45,1.06,13.30,0.40,12.81,1.73,15.27,4.04,23.08,4.38,"_","_","_","_"
"NOV 1983",46.5,0.74,15.32,0.84,12.91,0.60,12.47,1.19,15.73,0.00,23.08,4.61,"_","_","_","_"
"DIC 1983",47.4,1.84,14.29,1.25,13.52,0.40,11.92,1.17,16.41,5.57,12.41,4.79,"_","_","_","_"
"ENE 1984",48.0,1.27,13.39,1.64,13.53,1.97,10.94,1.49,15.91,-1.28,9.20,5.29,"_","_","_","_"
"FEB 1984",48.8,1.79,13.57,1.41,13.83,1.35,10.08,3.60,17.41,-0.48,8.67,5.61,"_","_","_","_"
"MAR 1984",49.2,0.70,13.69,1.00,13.93,0.00,9.40,0.95,17.65,0.16,8.08,5.84,"_","_","_","_"
"ABR 1984",49.7,1.05,13.75,0.79,14.06,0.38,9.13,0.94,17.03,2.11,10.37,6.16,"_","_","_","_"
"MAY 1984",50.0,0.52,13.67,0.78,13.69,0.95,9.26,0.46,16.52,0.16,10.54,6.07,"_","_","_","_"
"JUN 1984",50.2,0.52,13.15,0.78,13.57,0.56,8.54,0.31,15.63,0.00,10.54,5.86,"_","_","_","_"
"JUL 1984",50.4,0.34,12.67,0.77,13.45,0.38,8.28,0.46,14.94,0.00,10.54,5.74,"_","_","_","_"
"AGO 1984",50.6,0.34,12.19,0.19,12.69,0.56,8.45,0.31,14.09,0.00,10.54,5.31,"_","_","_","_"
"SEP 1984",50.7,0.34,11.72,0.57,11.65,0.19,8.00,0.46,13.82,0.00,10.54,5.34,"_","_","_","_"
"OCT 1984",51.1,0.68,10.60,0.95,11.53,0.74,8.37,0.45,12.39,0.00,6.25,5.53,"_","_","_","_"
"NOV 1984",51.3,0.51,10.33,0.56,11.23,0.37,8.12,0.60,11.74,0.00,6.25,5.27,"_","_","_","_"
"DIC 1984",51.5,0.33,8.70,0.75,10.68,0.37,8.09,0.30,10.78,0.00,0.64,5.01,"_","_","_","_"
"ENE 1985",52.7,2.33,9.84,0.56,9.49,1.64,7.74,2.39,11.77,6.04,8.11,4.93,"_","_","_","_"
"FEB 1985",53.3,1.14,9.14,0.74,8.76,1.61,8.02,0.73,8.68,1.95,10.75,5.08,"_","_","_","_"
"MAR 1985",53.5,0.32,8.73,0.18,7.89,0.35,8.40,0.73,8.44,0.15,10.73,5.15,"_","_","_","_"
"ABR 1985",53.7,0.48,8.12,1.10,8.22,0.53,8.56,0.43,7.90,-0.15,8.28,4.91,"_","_","_","_"
"MAY 1985",54.1,0.64,8.25,0.36,7.77,1.05,8.66,0.57,8.01,0.00,8.11,4.79,"_","_","_","_"
"JUN 1985",54.1,0.00,7.69,0.36,7.32,0.35,8.43,-0.14,7.53,0.00,8.11,4.45,"_","_","_","_"
"JUL 1985",54.2,0.32,7.66,0.54,7.08,0.52,8.58,0.00,7.03,0.29,8.43,4.20,"_","_","_","_"
"AGO 1985",54.5,0.48,7.81,0.53,7.44,1.37,9.46,0.00,6.71,0.00,8.43,3.96,"_","_","_","_"
"SEP 1985",54.6,0.16,7.61,0.71,7.59,0.34,9.63,0.29,6.53,0.00,8.43,3.61,"_","_","_","_"
"OCT 1985",54.9,0.47,7.40,-0.18,6.39,0.34,9.19,0.85,6.95,0.00,8.43,2.91,"_","_","_","_"
"NOV 1985",55.0,0.31,7.19,0.71,6.54,1.18,10.07,0.00,6.31,0.00,8.43,2.65,"_","_","_","_"
"DIC 1985",55.0,0.00,6.83,0.18,5.94,0.33,10.04,0.00,5.99,-0.88,7.47,2.51,"_","_","_","_"
"ENE 1986",54.7,-0.63,3.75,0.70,6.09,0.16,8.44,-0.42,3.07,-4.44,-3.15,1.24,3.00,"_","_",-2.35
"FEB 1986",54.9,0.31,2.90,0.35,5.68,0.50,7.24,0.14,2.47,0.31,-4.71,0.03,2.75,"_","_",-5.80
"MAR 1986",54.7,-0.31,2.25,0.17,5.67,0.49,7.40,0.00,1.73,-3.39,-8.08,-0.77,2.71,"_","_",-9.32
"ABR 1986",54.8,0.16,1.92,0.17,4.70,0.66,7.53,0.14,1.43,0.00,-7.94,-1.74,2.26,"_","_",-10.53
"MAY 1986",54.9,0.16,1.43,0.34,4.68,0.33,6.76,-0.14,0.71,0.16,-7.79,-2.29,2.24,"_","_",-12.11
"JUN 1986",54.9,0.00,1.43,0.00,4.31,0.32,6.74,-0.14,0.71,0.00,-7.79,-2.25,2.24,"_","_",-11.59
"JUL 1986",54.9,0.00,1.11,0.17,3.93,0.97,7.22,-0.14,0.57,0.00,-8.07,-2.92,2.16,"_","_",-13.36
"AGO 1986",54.4,-0.78,-0.16,0.34,3.73,0.64,6.44,-0.14,0.43,-7.82,-15.25,-2.96,1.96,"_","_",-13.95
"SEP 1986",54.5,0.16,-0.16,0.86,3.88,0.16,6.25,0.00,0.14,0.00,-15.25,-3.11,1.76,"_","_",-13.95
"OCT 1986",54.6,0.16,-0.47,0.51,4.59,0.16,6.06,0.00,-0.71,0.00,-15.25,-3.91,1.83,"_","_",-14.51
"NOV 1986",54.2,-0.63,-1.40,0.17,4.04,0.48,5.32,-0.14,-0.85,-5.02,-19.50,-4.14,1.68,"_","_",-15.53
"DIC 1986",54.4,0.32,-1.09,0.17,4.03,0.63,5.64,0.00,-0.85,0.00,-18.79,-4.11,1.59,"_","_",-14.95
"ENE 1987",54.5,0.16,-0.31,0.17,3.48,0.94,6.46,-0.29,-0.71,0.73,-14.40,-3.89,1.12,"_","_",-12.35
"FEB 1987",54.5,0.00,-0.63,0.34,3.47,0.78,6.76,-1.00,-1.84,1.99,-12.96,-3.53,0.88,"_","_",-10.46
"MAR 1987",54.7,0.31,0.00,0.34,3.63,0.15,6.39,0.14,-1.70,0.00,-9.90,-2.94,0.68,"_","_",-7.54
"ABR 1987",54.9,0.31,0.16,0.17,3.63,1.23,7.00,0.29,-1.56,-0.18,-10.06,-2.32,0.90,"_","_",-5.65
"MAY 1987",54.9,0.16,0.16,0.33,3.61,0.15,6.82,0.14,-1.28,0.00,-10.21,-1.76,0.99,"_","_",-3.22
"JUN 1987",55.0,0.16,0.31,0.00,3.61,0.15,6.63,0.29,-0.85,0.00,-10.21,-1.56,0.89,"_","_",-2.39
"JUL 1987",55.2,0.31,0.63,0.17,3.61,0.46,6.09,0.43,-0.28,0.00,-10.21,-0.61,0.72,"_","_",0.47
"AGO 1987",55.4,0.31,1.73,0.33,3.60,0.60,6.05,0.14,0.00,0.00,-2.60,-0.26,0.92,"_","_",1.75
"SEP 1987",55.3,-0.16,1.42,-0.33,2.38,0.15,6.04,0.14,0.14,0.00,-2.60,-0.34,0.78,"_","_",1.46
"OCT 1987",55.5,0.31,1.57,0.50,2.37,0.15,6.03,0.43,0.57,0.00,-2.60,0.83,1.06,"_","_",2.41
"NOV 1987",55.5,0.16,2.37,-0.17,2.02,0.15,5.69,0.14,0.85,0.00,2.55,1.13,1.11,"_","_",2.96
"DIC 1987",55.7,0.31,2.36,0.66,2.53,0.15,5.18,0.28,1.14,0.00,2.55,1.18,1.36,"_","_",2.39
"ENE 1988",55.9,0.31,2.52,0.33,2.69,0.75,4.98,0.14,1.57,0.71,2.53,0.98,1.31,"_","_",0.06
"FEB 1988",56.1,0.31,2.83,0.16,2.51,0.59,4.78,-0.42,2.16,1.59,2.13,1.37,1.59,"_","_",0.89
"MAR 1988",56.1,0.15,2.67,0.49,2.67,0.44,5.08,0.14,2.16,-0.17,1.95,1.40,1.92,"_","_",0.30
"ABR 1988",56.5,0.61,2.97,0.33,2.83,0.44,4.26,0.85,2.73,0.00,2.13,1.75,2.01,"_","_",0.28
"MAY 1988",56.3,-0.30,2.50,0.00,2.49,0.29,4.41,0.00,2.58,-2.43,-0.35,1.78,1.89,"_","_",-0.06
"JUN 1988",56.6,0.46,2.81,0.16,2.66,0.58,4.86,0.70,3.00,0.00,-0.35,2.03,2.15,"_","_",-0.75
"JUL 1988",56.8,0.45,2.96,0.48,2.98,0.72,5.14,0.42,2.99,0.00,-0.35,1.93,2.52,"_","_",-1.66
"AGO 1988",56.9,0.15,2.79,0.65,3.31,0.00,4.50,0.14,2.99,0.00,-0.35,2.03,2.69,"_","_",-1.23
"SEP 1988",57.1,0.30,3.26,0.32,3.98,0.14,4.50,0.42,3.27,0.00,-0.35,2.28,2.82,"_","_",-1.36
"OCT 1988",57.3,0.30,3.25,0.00,3.46,0.00,4.34,0.55,3.40,0.00,-0.35,2.20,2.65,"_","_",-2.16
"NOV 1988",57.5,0.45,3.55,0.32,3.97,0.14,4.33,0.82,4.10,0.00,-0.35,2.56,3.08,"_","_",-1.34
"DIC 1988",57.6,0.15,3.39,0.00,3.28,0.14,4.33,0.41,4.23,0.00,-0.35,2.82,2.98,"_","_",-0.45
"ENE 1989",58.0,0.74,3.84,0.95,3.93,0.57,4.15,0.67,4.78,1.43,0.35,3.82,3.33,"_","_",2.16
"FEB 1989",58.5,0.74,4.29,0.94,4.74,0.85,4.42,0.67,5.93,0.00,-1.22,4.04,3.45,"_","_",2.02
"MAR 1989",58.6,0.29,4.43,0.47,4.72,0.42,4.40,0.13,5.92,0.00,-1.04,4.30,3.60,"_","_",2.85
"ABR 1989",58.7,0.15,3.95,0.16,4.54,0.28,4.23,0.13,5.17,0.00,-1.04,4.43,3.49,"_","_",3.75
"MAY 1989",58.8,0.15,4.42,0.46,5.02,0.28,4.22,-0.13,5.03,0.00,1.43,4.45,3.63,"_","_",4.17
"JUN 1989",58.9,0.14,4.10,0.15,5.02,0.14,3.76,0.13,4.45,0.00,1.43,4.08,3.77,"_","_",4.02
"JUL 1989",59.2,0.58,4.23,0.31,4.83,0.42,3.45,0.00,4.01,4.22,5.70,4.06,3.79,"_","_",4.65
"AGO 1989",59.4,0.29,4.37,0.15,4.32,0.00,3.45,0.27,4.14,0.00,5.70,4.00,3.71,"_","_",3.63
"SEP 1989",59.5,0.14,4.21,0.31,4.31,0.28,3.59,0.27,3.99,-0.84,4.81,3.96,3.73,"_","_",4.30
"OCT 1989",59.6,0.14,4.05,0.61,4.95,0.41,4.02,-0.27,3.15,0.68,5.53,4.27,3.82,"_","_",6.96
"NOV 1989",59.7,0.14,3.73,0.00,4.61,0.14,4.01,-0.26,2.04,1.35,6.95,3.83,3.45,"_","_",6.99
"DIC 1989",59.7,0.00,3.58,0.30,4.93,0.14,4.01,-0.27,1.35,0.17,7.13,3.68,3.18,"_","_",8.05
"ENE 1990",60.0,0.57,3.40,0.30,4.25,0.83,4.27,0.00,0.67,2.66,8.43,3.09,2.49,"_","_",6.98
"FEB 1990",60.2,0.29,2.94,0.30,3.59,0.82,4.23,0.00,0.00,-0.48,7.91,2.77,2.33,"_","_",5.95
"MAR 1990",60.0,-0.29,2.34,0.15,3.26,0.13,3.93,0.13,0.00,-2.28,5.45,2.46,2.07,"_","_",4.85
"ABR 1990",60.0,0.00,2.19,0.15,3.25,0.14,3.78,0.00,-0.13,-0.50,4.92,2.27,2.02,"_","_",3.47
"MAY 1990",60.2,0.29,2.34,0.30,3.09,0.40,3.91,0.40,0.40,-1.34,3.51,2.17,1.94,"_","_",2.88
"JUN 1990",60.0,-0.29,1.90,0.00,2.93,0.14,3.91,-0.40,-0.13,-0.51,2.99,2.11,1.60,"_","_",2.93
"JUL 1990",59.9,-0.14,1.16,0.15,2.76,0.27,3.75,-0.27,-0.40,-1.53,-2.70,1.87,1.34,"_","_",1.41
"AGO 1990",60.2,0.43,1.30,0.00,2.61,0.27,4.03,0.13,-0.53,3.47,0.68,2.36,1.33,"_","_",5.03
"SEP 1990",60.7,0.86,2.02,0.15,2.45,0.53,4.29,-0.27,-1.06,5.86,7.48,2.75,1.12,"_","_",6.99
"OCT 1990",61.1,0.71,2.59,0.15,1.98,0.40,4.28,0.40,-0.40,3.32,10.30,2.78,0.99,"_","_",7.60
"NOV 1990",61.0,-0.14,2.30,-0.15,1.82,0.27,4.41,-0.40,-0.53,0.00,8.83,2.63,1.19,"_","_",5.97
